CountryCode,Year,inflation_cpi_yoy,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,net_lending_gdp_lag1,broad_money_growth_lag2,demand_restrictions,supply_restrictions,restriction_index,inflation_cpi_yoy_dm,demand_restrictions_dm,supply_restrictions_dm,net_lending_gdp_lag1_dm,broad_money_growth_lag2_dm,restriction_index_dm
MAR,2022,6.65704202759067,0.1433789954337899,0.3333333333333333,0.1643835616438356,0.021917808219178,0.0,0.0027397260273972,0.0,0.2842465753424658,-5.9768322910816,8.36179141868821,0.0472602739726027,0.20585996955859973,0.11523157208088715,0.6582546525504895,-0.06379104153076759,0.024791621366963876,-0.06652247284300783,-1.8083188422196486,-0.02582704314602552
MAR,2023,6.09114152504141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2081096135921,5.09394192746299,0.0,0.0,0.0,1.8752500629411308,0.03189552076538378,-0.012395810683481931,-0.5858613671775497,-1.2365943159421153,0.012913521573012753
MAR,2024,0.985256592004507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.35528687431704,8.01359504265407,0.0,0.0,0.0,-2.533504715491615,0.03189552076538378,-0.012395810683481931,0.6523838400205593,3.044913158161755,0.012913521573012753
MDA,2022,28.7372976766235,0.0721461187214611,0.0958904109589041,0.2027397260273972,0.2027397260273972,0.0,0.0,0.0,0.0643835616438356,-1.93536291053598,19.6554901860289,0.1013698630136986,0.05342465753424657,0.08082191780821915,11.705642591520876,-0.027717982170036973,-0.0768319199826049,2.158728719493978,4.572405313490954,-0.04876681266113751
MDA,2023,13.4170104381299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.13255881003466,11.2814947779343,0.0,0.0,0.0,-1.8317487340328231,0.013858991085018486,0.038415959991302456,-0.32652875182874297,0.037983922899107014,0.024383406330568753
MDA,2024,4.67773516007052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0236524937942,5.27126725973233,0.0,0.0,0.0,-9.873893857488046,0.013858991085018486,0.038415959991302456,-1.8321999676652347,-4.610389236390073,0.024383406330568753
MEX,2022,7.8962761916855,0.3159817351598173,0.2520547945205479,0.3013698630136986,0.0,0.1082191780821917,0.084931506849315,0.2835616438356164,0.25,-3.32386358596923,13.4400142059953,0.1674657534246575,0.20342465753424654,0.1828767123287671,0.42647121507128105,0.01634594477060229,0.023168080017395107,1.3460186677845618,0.33568579632267515,0.019269717019227778
MEX,2023,5.52796087314389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.30934820885304,9.50768951064234,0.0,0.0,0.0,-0.15894819053043108,-0.008172972385301146,-0.011584040008697533,-0.9275275269232894,0.24293511847246663,-0.009634858509613896
MEX,2024,4.72225588452932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.18573429071407,7.32427911846193,0.0,0.0,0.0,-0.26752302454084287,-0.008172972385301146,-0.011584040008697533,-0.41849114086127104,-0.5786209147951524,-0.009634858509613896
MUS,2022,10.7737512242899,0.0748858447488584,0.0082191780821917,0.3945205479452054,0.4013698630136986,0.0,0.0,0.0,0.1143835616438356,-12.3942651708396,16.8810646905944,0.198972602739726,0.04086757990867577,0.13121330724070446,2.2090253483562963,0.03735051098064797,-0.08520330506631875,-3.762500516998537,3.538797794623953,-0.015172553039480646
MUS,2023,7.05298238454736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.51265408315371,8.84810654987261,0.0,0.0,0.0,0.2711524215536567,-0.018675255490323978,0.04260165253315939,1.8310489988633103,-0.6545863285950855,0.007586276519740316
MUS,2024,3.6045220384796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.79767403180484,5.25662705352603,0.0,0.0,0.0,-2.480177769909945,-0.018675255490323978,0.04260165253315939,1.931451518135229,-2.884211466028873,0.007586276519740316
MYS,2022,3.37869862549928,0.1114155251141552,0.2429223744292237,0.1671232876712328,0.0054794520547945,0.0,0.0,0.0027397260273972,0.2082191780821917,-6.37634853380791,4.59324770584525,0.04383561643835612,0.15038051750380513,0.08949771689497713,-0.6094968450806437,-0.06607414655359863,-0.01219468000289918,-0.011314832906648586,-3.136851997136981,-0.04298294660329886
MYS,2023,2.48886560125754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.52925395881785,5.55903409397078,0.0,0.0,0.0,0.28356604361751536,0.03303707327679931,0.006097340001449604,-0.4522818297406297,1.6685084084913022,0.021491473301649428
MYS,2024,1.834100204499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.99879793435299,3.99701491521236,0.0,0.0,0.0,0.32593080146313547,0.03303707327679931,0.006097340001449604,0.4635966626472783,1.4683435886456735,0.021491473301649428
NOR,2022,5.76412317852272,0.0502283105022831,0.0666666666666666,0.0424657534246575,0.084931506849315,0.0,0.0383561643835616,0.0,0.0287671232876712,9.88845566684575,12.158774076833,0.04143835616438352,0.0318112633181126,0.037312459230267415,-0.465942279598611,-0.06767232006958036,-0.09124084946002754,-7.227345731578354,-0.2573582730475472,-0.077773118379772
NOR,2023,5.51784987104659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3008544533705,10.5019184861607,0.0,0.0,0.0,1.07068032586516,0.033836160034790175,0.04562042473001378,7.896991483122355,1.9253601537829041,0.038886559189886
NOR,2024,3.14530134431073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3487947507811,5.54670209272964,0.0,0.0,0.0,-0.6047380462665419,0.033836160034790175,0.04562042473001378,-0.6696457515439977,-1.668001880735364,0.038886559189886
NZL,2022,7.17222476016441,0.0931506849315068,0.0931506849315068,0.1397260273972602,0.1397260273972602,0.0,0.0,0.1095890410958904,0.3527397260273973,-1.92474970423924,12.1779427157231,0.0972602739726027,0.14863013698630137,0.11927592954990211,0.4751889621585761,-0.03045770819743425,-0.013361600347901695,1.4848989621973283,2.14096798148465,-0.023130804833348867
NZL,2023,5.73316283034957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.45250676072301,7.05943403469145,0.0,0.0,0.0,0.8190229452836348,0.015228854098717118,0.006680800173950854,-1.330919666110483,0.8620333179557509,0.011565402416674433
NZL,2024,2.92279782301957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66098885862242,1.8325450583825,0.0,0.0,0.0,-1.2942119074422056,0.015228854098717118,0.006680800173950854,-0.15397929608684446,-3.003001299440406,0.011565402416674433
POL,2022,14.4294507575758,0.3643835616438356,0.1315068493150684,0.0698630136986301,0.1212328767123287,0.0,0.0,0.0,0.1041095890410958,-2.30300903469373,16.4293093435368,0.0477739726027397,0.07853881278538806,0.060958904109589,3.094268887809484,-0.06344857577734292,-0.06008914981517724,1.7105792977090086,3.2189137499523763,-0.062008821793557614
POL,2023,11.5289127961105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0056919876808,8.91363801981589,0.0,0.0,0.0,1.9766268392840836,0.031724287888671446,0.030044574907588623,-0.2801652271021027,-0.45718355626578244,0.031004410896778804
POL,2024,3.7842600751287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.54136329910865,5.24723702348228,0.0,0.0,0.0,-5.070895727093559,0.031724287888671446,0.030044574907588623,-1.4304140706069046,-2.761730193686599,0.031004410896778804
PRY,2022,9.76556667164402,0.1242009132420091,0.1242009132420091,0.1945205479452054,0.108904109589041,0.0,0.0,0.0,0.2041095890410958,-3.38554658369459,19.2223570247061,0.0758561643835616,0.10943683409436829,0.09024787997390733,2.2669285971617326,-0.04472711459012832,-0.03949046894252374,0.6248618145338316,5.657699687491601,-0.042482837884012054
PRY,2023,4.63202285403356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6377298306874,8.308153991536,0.0,0.0,0.0,-1.0837193075088276,0.02236355729506415,0.019745234471261884,0.08461699571698045,-1.4169293281757458,0.021241418942006027
PRY,2024,3.83540271728533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.81724810457824,4.12245860148309,0.0,0.0,0.0,-1.1832092896529005,0.02236355729506415,0.019745234471261884,-0.7094788102508112,-4.240770359315864,0.021241418942006027
RWA,2022,17.6892095588153,0.1114155251141552,0.2100456621004565,0.121917808219178,0.121917808219178,0.147945205479452,0.1150684931506849,0.4876712328767123,0.1541095890410959,-5.34706137584831,21.4279673585105,0.2116438356164383,0.17070015220700144,0.19409654272667964,3.1852193295644327,0.04579799956512283,0.001351743132565017,-0.17353180384215117,-2.4569309402409676,0.026749603951169487
